coffee_name,total_score,roaster_location,coffee_origin,roast_level,est._price,agtron_ground,agtron_roast,price_per_ounce,origin_country
Ethiopia Washed Guji Uraga Tebe Burka,94.0,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $330/8 ounces,58.0,80.0,330.0,Ethiopia
Ethiopia Natural Sidama ALO Village SKY Project FL,94.0,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium Light,NT $490/4 ounces,60.0,77.0,490.0,Ethiopia
Taiwan Natural Alishan Chi Tsai Liu Li Ecological Farm,94.0,"Chia-Yi, Taiwan","Alishan, Taiwan",Medium Light,"NT $1,100/4 ounces",60.0,77.0,,Taiwan
Wilton Benitez SL28,96.0,"Madison, Wisconsin","Piendamo, Cauca Department, Colombia",Medium Light,$33.00/8 ounces,58.0,82.0,33.0,Colombia
Kolla Bolcha #6 Ethiopia,94.0,"Madison, Wisconsin","Agaro, Oromia region, Ethiopia",Medium Light,$20.00/12 ounces,60.0,79.0,20.0,Ethiopia
Bener Meriah Sumatra,94.0,"Madison, Wisconsin","Aceh, Sumatra, Indonesia",Medium Light,$20.00/12 ounces,59.0,77.0,20.0,Indonesia
Yemen Haraaz,96.0,"San Diego, California","Sharqi, Haraaz, Yemen",Light,$40.00/250 grams,60.0,82.0,1.4109347442680775,Yemen
Ethiopia Yirgacheffe Hama Honey,95.0,"Taipei City, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium Light,NT $600/227 grams,59.0,81.0,21.164021164021165,Ethiopia
Colombia Finca Santuario Red Bourbon Natural,95.0,"Taipei City, Taiwan","Cauca Department, Colombia",Light,NT $600/227 grams,62.0,94.0,21.164021164021165,Colombia
Ethiopia Yirgacheffe Gutiti Gargari Natural,94.0,"Taipei City, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium Light,NT $450/227 grams,60.0,77.0,15.873015873015872,Ethiopia
130 Blend,94.0,"San Diego, California",Guatemala; Ethiopia,Medium Light,$19.00/12 ounces,55.0,79.0,19.0,Ethiopia
Ethiopia Bench Maji Gori Gesha ORO Yeast Natural G1,94.0,"Tainan, Taiwan","Bench-Maji Zone, southern Ethiopia",Medium Light,NT 780/227 grams,55.0,79.0,27.513227513227513,Ethiopia
Fruits Melody,94.0,"Chia-Yi, Taiwan",Ethiopia,Light,NT $390/227 grams,65.0,81.0,13.756613756613756,Ethiopia
Kenya Melwa AA Washed,94.0,"Tainan, Taiwan","Nyeri growing region, south-central Kenya",Light,NT $480/227 grams,64.0,88.0,16.93121693121693,Kenya
Colombia Wilton Benitez Thermal Shock Red Bourbon,94.0,"Chicago, Illinois","Piendamo, Cauca Department, Colombia",Light,$38.00/8 ounces,60.0,83.0,38.0,Colombia
Panama Elida Estate Geisha Natural ASD T3D Auction Lot EG6,97.0,"Taipei, Taiwan","Boquete growing region, western Panama",Light,$80.00/4 ounces,66.0,84.0,80.0,Panama
El Salvador La Providencia Maria Pacas Bernadina Honey,95.0,"San Diego, California","Los Naranjos, Juayua, Sonsonate, El Salvador",Light,$39.25/12 ounces,62.0,84.0,39.25,Salvador
Colombia El Vergel Martha Montenegro Rubi Marti Anaerobic,95.0,"San Diego, California","Tolima Department, Colombia",Light,$47.25/12 ounces,66.0,90.0,47.25,Colombia
Ethiopia West Arsi Washed G1,95.0,"Taipei, Taiwan","Guji Zone, southern Ethiopia",Light,NT $550/225 grams,64.0,88.0,19.400352733686066,Ethiopia
Ethiopia Washed Yirgacheffe Chelbesa SNNPR Gedeo G1,94.0,"Taichung, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,NT $480/8 ounces,64.0,84.0,480.0,Ethiopia
Colombia Lulo Wonka Wonka & Sebastian Gomez,96.0,"Cleveland, Tennessee",Colombia,Light,$19.99/8 ounces,64.0,86.0,19.99,Colombia
Colombia Finca La Reserva,94.0,"Cleveland, Tennessee","Antioquia Department, Colombia",Light,$19.99/8 ounces,64.0,84.0,19.99,Colombia
Ethiopia Washed Ayla Bombe,94.0,"Livingston, Montana","Sidamo growing region, southern Ethiopia",Medium Light,$19.00/12 ounces,59.0,79.0,19.0,Ethiopia
Ethiopia Mr. Ocholo Bedecho,95.0,"Lexington, Virginia","Haro Wachu, Uraga, Guji Zone, Oromia Region, Ethiopia",Light,$22.00/12 ounces,58.0,84.0,22.0,Ethiopia
Colombia Pink Champagne El Mirador Blend,94.0,"Reno, Nevada","Huila Department, Colombia",Light,$29.00/10 ounces,66.0,93.0,29.0,Colombia
Guatemala El Injerto Malawi Geisha Washed,95.0,"Yilan, Taiwan","Huehuetenango Department, Guatemala",Light,NT $950/100 grams,69.0,88.0,33.50970017636684,Guatemala
Guatemala El Injerto Legendary Geisha Natural Lot E1-06,94.0,"Taipei, Taiwan","Huehuetenango Department, Guatemala",Light,$23.67/4 ounces,60.0,88.0,23.67,Guatemala
Guatemala Washed Finca La Hermosa Gesha Peaberry,94.0,"Chia-Yi, Taiwan","Acatenango growing region, Guatemala",Medium Light,$21.95/4 ounces,56.0,84.0,21.95,Guatemala
Qunqana Ethiopia,95.0,"Madison, Wisconsin","Sidamo growing region, Ethiopia",Light,$23.00/12 ounces,63.0,81.0,23.0,Ethiopia
Finca La Reserva Colombia Gesha Honey,95.0,"Madison, Wisconsin","Ciudad Bolivar, Antioquia Department, Colombia",Medium Light,$22.00/8 ounces,59.0,77.0,22.0,Colombia
Ethiopia Ayla Bombe,96.0,"Fort Wayne, Indiana","Sidamo growing region, southern Ethiopia",Medium Light,$20.00/12 ounces,61.0,78.0,20.0,Ethiopia
Ethiopia Arbegona Yaye Washed,95.0,"Fort Wayne, Indiana","Chericho, Sidamo growing region, Ethiopia",Light,$24.00/12 ounces,62.0,80.0,24.0,Ethiopia
Sumatra Putra Gayo Natural,94.0,"Fort Wayne, Indiana","Aceh Province, Sumatra, Indonesia",Medium Light,$23.00/12 ounces,60.0,79.0,23.0,Indonesia
El Salvador Finca Plan del Hoyo Microlot,94.0,"Peoria, Illinois","Llamatepec, Apaneca growing region, El Salvador",Medium Light,$16.00/12 ounces,60.0,77.0,16.0,Salvador
Kenya Kichwa Tembo,94.0,"Chicago, Illinois",Kenya,Medium Light,$28.00/12 ounces,59.0,81.0,28.0,Kenya
Ethiopia Sidama Alice Orchard Natural G1,95.0,"Tainan, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $550/227 grams,64.0,86.0,19.400352733686066,Ethiopia
Colombia Fruit Loops Gesha Washed,94.0,"Long Island City, New York","Huila Department, Colombia",Light,$37.99/6 ounces,65.0,89.0,37.99,Colombia
Kenya Gachatha AA Top,94.0,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Light,NT $309/8 ounces,62.0,80.0,309.0,Kenya
Ethiopia Bench-Maji Lucy Station Geisha Washed,94.0,"Taipei, Taiwan","Bench-Maji Zone, southern Ethiopia",Light,NT $339/8 ounces,64.0,84.0,339.0,Ethiopia
Ethiopia Yirgacheffe Lalisa Black Honey TOH#2,94.0,"Taipei, Taiwan","Gedeb District, Gedeo Zone, Ethiopia",Light,NT $449/8 ounces,66.0,90.0,449.0,Ethiopia
Panama Hacienda La Esmeralda Nano GIGANTE 4FC-N Geisha Washed,97.0,"Yilan, Taiwan","Cañas Verdes, Boquete, Panama",Light,NT $1200/20 grams,62.0,84.0,42.32804232804233,Panama
Kenya Washed Kiambu AA,96.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium,NT $290/8 ounces,47.0,69.0,290.0,Kenya
Kenya Washed Kiambu Maganjo AA TOP,95.0,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium Light,NT $350/8 ounces,58.0,82.0,350.0,Kenya
Ethiopia Washed Yirgacheffe Botabaa Lot,95.0,"Chia-Yi, Taiwan","Gedeo Zone, SNNPR, southern Ethiopia",Light,NT $330/8 ounces,62.0,84.0,330.0,Ethiopia
Ecuador Galo Morales,94.0,"Fort Wayne, Indiana","San Jose de Minas, Pichincha, Ecuador",Light,$20.00/.8 ounces,64.0,86.0,20.0,Ecuador
Orange Bourbon Natural,95.0,"Pahala, Hawaii","Ka‘ū growing district, Big Island of Hawai’i",Light,$35.00/8 ounces,64.0,88.0,35.0,
Ethiopia Yirgacheffe Huke Premium Washed G1,95.0,"Barronett, Wisconsin","Yirgacheffe growing region, south-central Ethiopia",Light,$21.00/12 ounces,64.0,82.0,21.0,Ethiopia
Ethiopia Yirgacheffe Huke Premium Natural G1,94.0,"Barronett, Wisconsin","Yirgacheffe growing region, south-central Ethiopia",Light,$21.00/12 ounces,62.0,80.0,21.0,Ethiopia
Colombia El Vergel #1,94.0,"Plymouth, Massachusetts","Huila Department, Colombia",Light,$15.00/12 ounces,64.0,86.0,15.0,Colombia
Ethiopia Sidama Bensa,94.0,"Taitung, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $350/200 grams,65.0,87.0,12.345679012345679,Ethiopia
Ethiopia Guji Rosechee Washed G1,94.0,"Tainan, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Light,NT $600/227 grams,66.0,88.0,21.164021164021165,Ethiopia
Ethiopia Bench-Maji Lucy Geisha,94.0,"Taitung, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,NT $380/200 grams,66.0,84.0,13.403880070546737,Ethiopia
Ethiopia Oromi Guji Hamela Wamena Tirtira Goyo Natural G1,95.0,"Taichung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $480/8 ounces,66.0,88.0,480.0,Ethiopia
Acacia Hills Geisha,96.0,"Madison, Wisconsin","Karatu, Oldeani Region, Tanzania",Medium Light,$24.00/8 ounces,58.0,80.0,24.0,Tanzania
Nsoga Iweyza Tanzania,95.0,"Madison, Wisconsin","Mbeya, Tanzania",Medium Light,$24.00/8 ounces,57.0,77.0,24.0,Tanzania
Wilton Benitez Java,96.0,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,$20.00/8 ounces,59.0,93.0,20.0,Colombia
Ethiopia Guji Narcissus Washed G1,94.0,"Tainan, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Light,NT $580/227 grams,63.0,82.0,20.458553791887123,Ethiopia
Asobombo Colombia,94.0,"Madison, Wisconsin","Pitalito, Huila Department, Colombia",Light,$20.00/12 ounces,63.0,85.0,20.0,Colombia
Panama Hacienda La Esmeralda Special Nano Geisha Gigante Washed Euphora Lot,96.0,"Taipei, Taiwan","Boquete growing region, western Panama",Light,$90.00/4 ounces,66.0,88.0,90.0,Panama
Costa Rica Las Lajas Black Diamond Bourbon,95.0,"Charlotte, North Carolina","Sabanilla de Alajuela, Central Valley, Costa Rica",Light,$28.00/12 ounces,72.0,102.0,28.0,Rica
Colombia Wilton Benitez Red Bourbon,94.0,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/250 grams,66.0,88.0,1.09347442680776,Colombia
Colombia Wilton Benitez Yellow Bourbon,94.0,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/250 grams,65.0,90.0,1.09347442680776,Colombia
Colombia Wilton Benitez Gesha Thermal Shock Wine Yeast,96.0,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/125 grams,68.0,92.0,1.09347442680776,Colombia
Colombia Wilton Benitez Striped Bourbon Thermal Shock,95.0,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,$31.00/125 grams,65.0,92.0,1.09347442680776,Colombia
Ethiopia Mulish,94.0,"Sacramento, California","Guji Zone, Oromia region, Ethiopia",Medium Light,$25.50/12 ounces,58.0,78.0,25.5,Ethiopia
Ethiopia Gesha Village Oma Gesha 1931 Natural,96.0,"Taipei, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,NT $799/100 grams,59.0,83.0,28.183421516754848,Ethiopia
Ethiopia Djimma Limu Gummay Baby Geisha Washed,95.0,"Taipei, Taiwan","Djimma Limu, Oromia Region, southern Ethiopia",Light,NT $359/8 ounces,64.0,88.0,359.0,Ethiopia
Ethiopia Yirgacheffe Kochere Halo Hartume Washed G1,94.0,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,NT $560/220 grams,64.0,86.0,19.753086419753085,Ethiopia
Ethiopia Guji Bule Hambela TOH#1,94.0,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $599/8 ounces,57.0,76.0,599.0,Ethiopia
Ethiopia Natural Sidama Bensa Blue Donkey 24/1,96.0,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium Light,NT $350/8 ounces,60.0,77.0,350.0,Ethiopia
Peru Washed Los Santos Farm Gesha,95.0,"Chia-Yi, Taiwan","Lonya Grande, Utcubamba Province, Peru",Light,NT $450/8 ounces,64.0,84.0,450.0,Peru
Peru Black Honey Los Santos Farm Gesha,94.0,"Chia-Yi, Taiwan","Lonya Grande, Utcubamba Province, Peru",Light,NT $410/8 ounces,64.0,88.0,410.0,Peru
Nyeri Hill Kenya,94.0,"Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium Light,$23.00/12 ounces,58.0,76.0,23.0,Kenya
Colombia Tabi La Roca,94.0,"Chicago, Illinois","Armenia, Quindio Department, Colombia",Light,$51.00/12 ounces,57.0,87.0,51.0,Colombia
Ethiopia Sidama West Arsi Nansebo Natural G1,95.0,"Tainan City, Taiwan","Guji Zone, southern Ethiopia",Light,NT $480/227 grams,58.0,86.0,16.93121693121693,Ethiopia
Ethiopia Moonlight Delight Wine Process Natural,94.0,"Tainan City, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $750/227 grams,66.0,88.0,26.455026455026452,Ethiopia
Colombia Caldas Twilight Geisha Natural,94.0,"Tainan City, Taiwan","Caldas, Colombia",Light,NT $750/227 grams,58.0,86.0,26.455026455026452,Colombia
Wilton Benitez Orange Bourbon,95.0,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,$25.00/8 ounces,63.0,81.0,25.0,Colombia
Costa Rica Tarrazú Tirra,94.0,"Fort Wayne, Indiana","San Marcos, Tarrazú growing region, Costa Rica",Medium Light,$24.00/12 ounces,58.0,82.0,24.0,Rica
Kona Maragogype,94.0,"Pahala, Hawaii","Pahala, Hawaii",Medium Light,$37.00/7 ounces,56.0,76.0,37.0,Hawaii
Ethiopia Natural Sidama Bensa Bombe,95.0,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium Light,NT $280/8 ounces,58.0,77.0,280.0,Ethiopia
Ethiopia Washed Bench Maji Baby Lucy Gesha,94.0,"Chia-Yi, Taiwan","Bench Maji Zone, southern Ethiopia",Light,NT $300/8 ounces,64.0,86.0,300.0,Ethiopia
Taiwan Natural Meishan Ching-Ye Farm Lot 0116,94.0,"Chia-Yi, Taiwan","Meishan, Chia-Yi, Taiwan",Light,NT $400/4 ounces,62.0,80.0,400.0,Taiwan
Brazil Ipanema Premier Cru Cherry Cold Drip,94.0,"Yilan, Taiwan","Southern Minas Gerais, Brazil",,NT $200/150 ml bottle,0.0,0.0,,Brazil
Gesha Spirits,96.0,"San Diego, California","Huila Department, Colombia",Light,$37.00/8 ounces,64.0,88.0,37.0,Colombia
Colombia El Jardin Anaerobic Natural,94.0,"Durango, Colorado","Chinchina, Caldas Department, Colombia",Medium Light,$20.95/12 ounces,59.0,81.0,20.95,Colombia
Colombia Los Nogales Yellow Bourbon,94.0,"Osaka, Japan",,Light,$28.00/150 grams,63.0,86.0,0.9876543209876543,
Ethiopia Chelba Natural,94.0,"Taitung, Taiwan","Chelba Station , Yirgacheffe, Gedeo Zone, SNNPR,Ethiopia",Medium Light,NT $350/200 grams,51.0,80.0,12.345679012345679,Ethiopia
Tanzania Karatu Acacia Hills Geisha Washed AB Espresso,94.0,"Zhubei, Taiwan","Karatu, Oldeani growing region, Tanzania",Medium Light,NT $399/100 grams,58.0,80.0,14.074074074074073,Tanzania
Las Margaritas Geisha Honey,95.0,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Colombia",Light,$25.00/8 ounces,62.0,84.0,25.0,Colombia
Colombia Papayo,94.0,"San Diego, California","Huila Department, Colombia",Light,$30.00/12 ounces,62.0,86.0,30.0,Colombia
Las Margaritas Sudan Rume Natural,94.0,"Madison, Wisconsin","Caicendonia, Valle Del Cauca, Colombia",Medium Light,$40.00/8 ounces,59.0,82.0,40.0,Colombia
Colombia Green Apple Castillo,94.0,"Chicago, Illinois","Armenia, Quindio Department, Colombia",Light,$42.00/8 ounces,63.0,86.0,42.0,Colombia
Colombia La Palma Y Tucán Heroes Series Geisha,94.0,"Cleveland, Tennessee","Cundinamarca Department, central Colombia",Light,$28.99/8 ounces,64.0,97.0,28.99,Colombia
Ethiopia Sidamo Bensa Anaerobic Washed,94.0,"Taipei, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $319/12 ounces,59.0,94.0,319.0,Ethiopia
Ethiopia Sidama Orange Blossom Washed G1,94.0,"Tainan City, Taiwan","Sidamo growing region, southern Ethiopia",Light,NT $500/227 grams,64.0,82.0,17.636684303350968,Ethiopia
Ethiopia Washed Sidama Bensa Single Variety 74158,94.0,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,NT $600/227 grams,62.0,82.0,21.164021164021165,Ethiopia
Guatemala Bella Carmona,94.0,"Fort Wayne, Indiana","Antigua valley, Sacatepequez Department, Guatemala",Medium Light,$20.00/12 ounces,57.0,79.0,20.0,Guatemala
Wilton Benitez Sidra,95.0,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Light,$26.00/8 ounces,57.0,89.0,26.0,Colombia
Putra Gayo Sumatra,94.0,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Light,$23.00/12 ounces,60.0,88.0,23.0,Indonesia
Colombia José Julián Giraldo Pink Bourbon Panela Sticky,95.0,"Durham, North Carolina","Acevedo, Huila Department, Colombia",Light,$17.00/100 grams,65.0,89.0,0.599647266313933,Colombia
Kenya Gatirima AA,94.0,"Durham, North Carolina","Kibugu, Embu County, Kenya",Light,$23.00/12 ounces,66.0,88.0,23.0,Kenya
Kenya Washed Kirinyaga Getuya AA Top,96.0,"Chia-Yi, Taiwan","Kirinyaga District, south-central Kenya",Light,NT 360/8 ounces,62.0,80.0,360.0,Kenya
Ethiopia Natural Sidama Espresso,95.0,"Chia-Yi, Taiwan","Sidama growing region, southern Ethiopia",Light,NT 220/8 ounces,66.0,86.0,220.0,Ethiopia
True Love Espresso Blend,94.0,"Chia-Yi, Taiwan","Ethiopia, Guatemala",Medium Light,NT 260/8 ounces,57.0,77.0,260.0,Guatemala
Guatemala Honey Finca El General Gesha,94.0,"Chia-Yi, Taiwan","Acatenango, Chimaltenango, Guatemala",Light,NT 300/4 ounces,62.0,80.0,300.0,Guatemala
Ethiopia Natural Sidama Bacha 74110,95.0,"Chia-Yi, Taiwan","Sidama growing region, southern Ethiopia",Light,NT 325/8 ounces,66.0,88.0,325.0,Ethiopia
Ethiopia Yirgacheffe Adame G1 Washed 95,95.0,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,NT 319/8 ounces,67.0,92.0,319.0,Ethiopia
Colombia Linarco Rodriguez Ospina Pink Bourbon Washed 94,94.0,"Taipei, Taiwan","Palestina, Huila Department, Colombia",Light,NT 609/8 ounces,62.0,81.0,609.0,Colombia
Ethiopia Guji Uraga Haro Adama Washed G1,94.0,"Taipei, Taiwan",Oromia Region; Guji Zone,Light,NT 279/8 ounces,67.0,90.0,279.0,Zone
Colombia Edwin Enrique Noreña / Black Honey Watermelon & Lulo Co-Ferment,94.0,"Durham, North Carolina","Quindio Department, Colombia",Light,$33.92/10 ounces (sold as a set of 3/$101.75,64.0,88.0,,Colombia
Colombia Edwin Enrique Noreña / Black Honey Pink Bourbon Mosto & Passionfruit Co-Ferment,94.0,"Durham, North Carolina","Quindio Department, Colombia",Light,$33.92/10 ounces (sold as a set of 3/$101.75,65.0,86.0,,Colombia
Colombia Edwin Enrique Noreña Pink Bourbon,95.0,"Durham, North Carolina","Quindio Department, Colombia",Light,$42.00/10 ounces,62.0,80.0,42.0,Colombia
Rwanda Humure Abishyizehamwe Low-Oxygen Natural,94.0,"Durham, North Carolina","Remera Sector, Gatsibo District, Eastern Province, Rwanda",Light,$27.75/ 12 ounces,62.0,84.0,27.75,Rwanda
Candy Crush,94.0,"Caotun, Nantou, Taiwan",Ethiopia,Light,NT 700/455 grams,64.0,86.0,24.691358024691358,Ethiopia
Panama Clara Finca Auromar,94.0,"Taipei, Taiwan","Santa Clara, Panama",Medium Light,NT 310/8 ounces,60.0,79.0,310.0,Panama
Kona Geisha Peaberry Yeast Fermentation Washed,95.0,"Hilo, Hawaii","Holualoa, Hawai’i Island, Hawaii",Light,$80/4 ounces,59.0,84.0,80.0,Hawaii
Euphora Plumeria Cold Brew,94.0,"Taipei, Taiwan",Costa Rica,,NT 200/150 ml bottle,,,,Rica
Colombia El Paraiso Lychee Rose Cold Drip,94.0,"Yilan, Taiwan","Piendamó, Cauca Department, Colombia",,NT 240/150 ml bottle,,,,Colombia
Colombia Finca La Secreta Lychee Caturra Anaerobic,94.0,"Barronett, Wisconsin","Ciudad Bolivar, Antioquia, Colombia",Light,$30/ 12 ounces,62.0,84.0,30.0,Colombia
Colombia Lychee Co-Ferment,94.0,"Billings, Montana","Ciudad Bolivar, Antioquia, Colombia",Medium Light,$33.75/12 ounces,59.0,81.0,33.75,Colombia
Reserve Costa Rica Don Noel SL28,94.0,"Buffalo, New York","West Valley, Costa Rica",Light,$28.00/12 ounces,60.0,82.0,28.0,Rica
Ethiopia Rumadamo Anaerobic Washed,96.0,"Olympia, Washington","Bensa, Guji Zone, Oromia Region, southern Ethiopia",Light,$27.50/6 ounces,66.0,91.0,27.5,Ethiopia
Ethiopia Djimma Limu Gummay Baby Geisha G1 Washed,96.0,"Yilan, Taiwan","Jimma Zone, Oromia Region, southern Ethiopia",Light,NT $600/200 grams,67.0,90.0,21.164021164021165,Ethiopia
La Papaya Pacamara Natural Ecuador,94.0,"Madison, Wisconsin","Saraguro, Loja, Ecuador",Light,$22.00/8 ounces,60.0,84.0,22.0,Ecuador
Palo de Rosa Pink Bourbon Colombia,94.0,"Madison, Wisconsin","La Argentina, Huila Department, Colombia",Medium Light,$22.00/8 ounces,61.0,79.0,22.0,Colombia
Java Argopuro Mountain Natural SOE,94.0,"Sacramento, California","Argopuro Mountain, Java, Indonesia",Medium Light,$27.00/12 ounces,56.0,79.0,27.0,Indonesia
Rwanda Rambagirakawa,94.0,"Sacramento, California","Gakenke District, Rwanda",Medium Light,$26.00/12 ounces,59.0,77.0,26.0,Rwanda
Colombia Rigoberto Herrera Granja La Esperanza Hybrid Washed Gesha,95.0,"Jersey City, New Jersey","Cauca Department, Colombia",Light,$60.00/250 grams,66.0,90.0,2.1164021164021163,Colombia
Colombia El Diviso,94.0,"Taichung, Taiwan","Huila Department, Colombia",Light,NT $900/8 ounces,75.0,90.0,900.0,Colombia
Colombia Limited Release 2024,94.0,"Conway, Arkansas","Cundinamarca Department, central Colombia",Light,$24.00/8 ounces,66.0,83.0,24.0,Colombia
Colombia Wilton Benitez Orange Bourbon,94.0,"Chicago, Illinois","Piendamó, Cauca Department, Colombia",Light,$51.00/8 ounces,62.0,84.0,51.0,Colombia
Colombia El Vergel #1,95.0,"Plymouth, Massachusetts","Huila Department, Colombia",Light,$15.00/12 ounces,62.0,80.0,15.0,Colombia
Colombia Luna Azul,94.0,"Dallas, Texas","Antioquia, Colombia",Light,$25.00/12 ounces,66.0,88.0,25.0,Colombia
Colombia Cauca Castillo K-01,94.0,"San Diego, California","Cauca Department, Colombia",Medium Light,$36.00/8 ounces,59.0,82.0,36.0,Colombia
Ethiopia Sidama G4 Wamena Natural Espresso,94.0,"Yilan, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium Light,NT $580/454 grams,59.0,81.0,20.458553791887123,Ethiopia
Colombia El Paraiso Lychee Rose,94.0,"Yilan, Taiwan","Piendamó, Cauca Department, Colombia",Light,NT $500/100 grams,65.0,87.0,17.636684303350968,Colombia
Colombia Cauca Finca EI Paraiso 92 Pink Bourbon,95.0,"Taitung, Taiwan","Piendamó, Cauca Department, Colombia",Light,NT $600/200 grams,66.0,92.0,21.164021164021165,Colombia
Kona Geisha Washed,96.0,"Hilo, Hawaii","Holualoa, North Kona District, “Big Island” of Hawaiʻi",Light,$100.00/4 ounces,64.0,86.0,100.0,
Karen J Kona Red Bourbon Anaerobic,95.0,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium Light,$54.95/8 ounces,58.0,82.0,54.95,
